storm,HI10,HI20,HI30,HI40,HI50,HI60,HI70,HI80,HI90,HI_avg
st1_down,0.009820968460527837,-0.07354363651723501,-0.027333351843180365,0.07191195223045137,0.03509637345918121,0.05691333094387696,0.19987046284871646,0.6111875864581882,0.5986380433692485,0.16472908104553055
st1_up,0.010853641119838952,0.010774768943942574,0.019971893566288097,0.08188314737081707,0.10049781210668458,0.17061270517933552,0.4534146295442921,0.7409723042136556,0.6250700991864802,0.24600566680348163
st2_down,0.6236713121223552,0.6581587503863484,0.6683618094706374,0.6667744165228341,0.6933216425691576,0.6649968910884352,0.5557626584407971,0.33959659488138216,0.38672016494977945,0.5841515822701918
st2_up,,,,,,,,,,
st3_down,-0.07282480732256955,0.0010848494737143999,0.07753908127177297,0.141958988964331,0.05172722329921581,0.04768802674071759,0.01664784621461013,0.07886597933258527,0.1907655098519302,0.059272521980700876
st3_up,,,,,,,,,,
st4_down,-0.656122379164505,0.1133980456467914,0.21677406126251877,0.19453039186705967,0.17842156783109664,0.2607684488434009,0.30636826670225326,0.22347688687173384,0.11830085111846966,0.10621290455320212
st4_up,0.08633380789819191,0.05849996630338711,-0.09356881248314475,0.08309187370404991,0.338790074950193,0.3183858623495015,0.3616602488503263,0.24652034094238273,0.13403011307589419,0.17041594173230912
st5_down,-0.0078102612287184806,0.44038053458428017,0.45013746805507704,0.4413033355709541,0.46299288545112627,0.4720433455013866,0.3780811455131872,0.5333707413646599,0.570303890104068,0.41564478721289116
st5_up,,,,,,,,,,
st6_down,0.16024532681702516,0.24772961128702578,0.2619471363239155,0.19007787867438192,0.2064227534824708,0.22192715374110655,-0.14966709156481794,-0.4044548941383119,-0.24815160621996957,0.054008474266980695
st6_up,,,,,,,,,,
st7_down,,,,,,,,,,
st7_up,-0.006382695599533474,0.18376031270769383,0.2036318054256034,0.21418082832665317,0.16063401912345984,0.2204748823297495,0.10296746544144214,-0.24075470064701687,-0.10597804533238808,0.08139265241951815
